Matricula,CPF,Nome,Nota,Idade,Curso,Cidade
A0000351,725.754.681-91,Renata Peixoto,10.15,26,Medicina,Rio de Janeiro
A0000352,438.514.755-85,Cláudio Gaspar,45.62,24,Direito,Porto Alegre
A0000353,162.877.983-78,Arthur Queiroz,95.84,20,Computação,Porto Alegre
A0000354,748.295.272-18,Carolina Soares,47.99,22,Engenharia,Salvador
A0000355,824.564.283-58,André Peixoto,38.31,17,Direito,Salvador
A0000356,594.934.432-48,Arthur Rocha,77.45,30,Medicina,Salvador
A0000357,854.142.542-81,Rafael Cunha,74.14,19,Engenharia,Recife
A0000358,539.848.454-05,Gustavo Guimarães,87.18,24,Psicologia,Manaus
A0000359,680.283.015-92,Paulo Reis,42.32,30,Engenharia,Manaus
A0000360,601.519.540-11,Roberto Duarte,12.06,18,Computação,São Paulo
A0000361,248.147.267-59,Henrique Duarte,42.1,21,Computação,Salvador
A0000362,761.939.169-03,Maria Freitas,82.08,26,Engenharia,Recife
A0000363,738.469.085-41,Levi Branco,17.77,30,Arquitetura,Belo Horizonte
A0000364,669.321.694-36,Bruno Peixoto,26.43,18,Direito,Recife
A0000365,233.384.499-09,Michael Alves,66.63,21,Administração,Brasília
A0000366,336.540.745-61,Frederico Carvalho,55.71,22,Psicologia,Rio de Janeiro
A0000367,809.599.233-06,Sérgio Oliveira,17.36,19,Arquitetura,Brasília
A0000368,120.731.410-21,Isabela Viana,58.93,30,Arquitetura,Porto Alegre
A0000369,901.506.575-60,Murilo Vieira,76.31,19,Direito,Curitiba
A0000370,318.924.356-59,Eduarda Pacheco,18.69,24,Medicina,São Paulo
A0000371,080.749.899-84,Daniela Valente,71.35,27,Engenharia,Salvador
A0000372,784.349.349-22,Levi Cruz,65.18,28,Psicologia,Brasília
A0000373,800.760.636-07,William Teixeira,43.97,29,Direito,São Paulo
A0000374,313.923.087-71,Jackson Saraiva,47.89,19,Arquitetura,Salvador
A0000375,160.175.934-71,Cátia Aguiar,82.03,29,Administração,São Paulo
A0000376,603.505.431-51,Vanessa Pimentel,7.12,28,Psicologia,Curitiba
A0000377,408.082.947-76,Sérgio Duarte,83.15,21,Psicologia,Brasília
A0000378,151.502.160-20,Isabela Moura,51.98,17,Biologia,Brasília
A0000379,951.376.272-67,Joana Portela,16.92,26,Direito,São Paulo
A0000380,772.154.392-40,Ingrid Conceição,96.13,29,Psicologia,Recife
A0000381,607.147.870-78,Camila Maciel,73.31,25,Biologia,Salvador
A0000382,735.735.437-74,Igor Torres,87.37,22,Engenharia,Belo Horizonte
A0000383,180.797.960-17,Bruno Gonçalves,72.15,28,Engenharia,São Paulo
A0000384,088.709.609-35,Estevão Melo,24.53,18,Biologia,Recife
A0000385,489.820.479-13,Abner Portela,93.56,17,Psicologia,Curitiba
A0000386,957.197.748-90,Gabriela Coelho,5.81,19,Medicina,Porto Alegre
A0000387,555.880.456-45,Aline Oliveira,85.95,24,Psicologia,Porto Alegre
A0000388,597.910.563-82,Julio Carneiro,25.76,28,Medicina,Curitiba
A0000389,818.721.584-47,Evandro Morais,57.08,29,Engenharia,Curitiba
A0000390,186.905.810-06,Luciana Melo,41.81,24,Engenharia,Brasília
A0000391,655.453.707-49,Clara Campos,44.39,20,Administração,Belo Horizonte
A0000392,057.450.265-37,Otávio Coelho,48.27,20,Direito,Brasília
A0000393,201.804.286-67,Sandra Dias,24.92,21,Computação,Brasília
A0000394,949.733.715-99,Emerson Vasconcelos,87.6,17,Psicologia,Curitiba
A0000395,605.060.737-00,Roberto Rocha,16.78,22,Medicina,Porto Alegre
A0000396,531.284.772-05,Débora Valente,80.46,27,Computação,Rio de Janeiro
A0000397,568.181.134-43,Flávia Dias,14.34,27,Computação,Belo Horizonte
A0000398,725.326.685-47,Cátia Peixoto,21.39,24,Engenharia,Porto Alegre
A0000399,926.010.395-90,Sérgio Melo,85.35,17,Computação,Porto Alegre
A0000400,262.620.625-30,Jorge Mendes,3.76,30,Computação,Brasília
A0000401,528.080.194-16,Roberto Ribeiro,70.66,30,Biologia,Curitiba
A0000402,691.689.113-00,Luiz Jesus,67.88,17,Engenharia,Belo Horizonte
A0000403,561.319.487-47,Francisco Azevedo,86.44,27,Biologia,Brasília
A0000404,817.245.203-93,Christian Moreira,37.71,18,Direito,Salvador
A0000405,963.367.760-26,André Tavares,73.17,30,Arquitetura,Porto Alegre
A0000406,534.791.646-09,Davi Araújo,29.38,30,Computação,Salvador
A0000407,032.003.765-70,Nicole Reis,5.74,30,Biologia,Curitiba
A0000408,897.083.827-95,Francisco Correia,46.57,17,Engenharia,Porto Alegre
A0000409,022.125.477-30,Thiago Machado,46.66,30,Medicina,Recife
A0000410,419.233.173-00,Levi Portela,73.2,24,Engenharia,São Paulo
A0000411,009.024.232-74,Cássio Medeiros,49.42,26,Medicina,Rio de Janeiro
A0000412,562.949.884-38,Igor Bastos,51.63,29,Direito,Porto Alegre
A0000413,367.851.419-74,Fernanda Aguiar,75.09,17,Psicologia,Porto Alegre
A0000414,396.289.160-92,Clara Batista,62.1,19,Administração,Belo Horizonte
A0000415,798.617.885-06,Hélio Correia,30.68,17,Engenharia,São Paulo
A0000416,286.764.747-96,Emerson Morais,59.99,27,Psicologia,Curitiba
A0000417,632.215.835-08,Carlos Batista,32.17,23,Administração,Rio de Janeiro
A0000418,774.274.343-40,Diego Gaspar,89.13,17,Computação,Brasília
A0000419,058.856.802-30,Julio Oliveira,1.54,30,Direito,Rio de Janeiro
A0000420,269.402.507-27,Cátia Barbosa,3.37,20,Direito,Rio de Janeiro
A0000421,825.323.384-15,Thiago Lopes,95.02,20,Arquitetura,Brasília
A0000422,233.060.142-57,Jorge Silva,20.03,25,Medicina,Recife
A0000423,252.545.683-13,Isaque Padilha,2.64,22,Engenharia,Manaus
A0000424,159.173.139-97,Vera Correia,85.04,26,Direito,Recife
A0000425,709.042.477-40,Vanessa Saraiva,65.34,26,Medicina,Brasília
A0000426,145.550.542-02,Fernando Soares,51.14,18,Administração,Salvador
A0000427,404.513.674-64,Cássio Magalhães,0.85,19,Biologia,Belo Horizonte
A0000428,178.930.041-00,Bruna Moura,13.73,25,Administração,Salvador
A0000429,339.313.088-98,Ingrid Bastos,89.49,18,Arquitetura,Salvador
A0000430,463.370.636-51,Arthur Barbosa,37.92,20,Computação,Recife
A0000431,036.017.468-08,Fernanda Ribeiro,66.64,17,Biologia,Brasília
A0000432,331.346.880-26,Cláudio Silva,90.35,19,Administração,Recife
A0000433,605.172.508-37,Talita Batista,54.39,26,Administração,Curitiba
A0000434,810.574.494-58,Jackson Figueiredo,26.78,25,Administração,Rio de Janeiro
A0000435,714.190.743-26,Jéssica Gonçalves,60.62,26,Direito,Porto Alegre
A0000436,559.589.305-24,Roberta Magalhães,57.56,20,Medicina,Salvador
A0000437,632.248.266-14,Jorge Lima,16.75,17,Computação,São Paulo
A0000438,540.663.446-15,Carla Machado,33.09,24,Computação,Porto Alegre
A0000439,889.550.557-30,Clara Mendes,37.75,25,Medicina,Rio de Janeiro
A0000440,416.044.511-06,Abner Guimarães,53.81,26,Psicologia,Rio de Janeiro
A0000441,077.352.336-71,Marcelo Correia,2.02,17,Psicologia,Manaus
A0000442,655.270.770-32,Carlos Figueira,72.39,22,Administração,Porto Alegre
A0000443,475.556.125-69,Manuela Melo,4.67,28,Computação,Salvador
A0000444,079.488.826-77,Frederico Andrade,62.21,26,Psicologia,Recife
A0000445,814.758.004-52,Carolina Vieira,69.36,25,Biologia,Belo Horizonte
A0000446,789.985.640-09,Henrique Monteiro,58.27,28,Administração,Rio de Janeiro
A0000447,352.493.011-50,Matheus Peixoto,75.77,30,Computação,Rio de Janeiro
A0000448,595.089.114-76,Hugo Lima,13.85,29,Psicologia,Salvador
A0000449,441.594.476-00,Abner Fonseca,85.93,23,Computação,Belo Horizonte
A0000450,497.971.796-99,William Carvalho,60.11,19,Medicina,Manaus
A0000451,923.755.508-38,Vitor Freitas,18.57,21,Medicina,Porto Alegre
A0000452,406.022.065-53,Carolina Viana,77.56,29,Administração,Manaus
A0000453,206.010.421-15,Vinícius Chagas,86.1,27,Engenharia,Porto Alegre
A0000454,577.308.880-09,Roberta Assis,68.32,30,Arquitetura,São Paulo
A0000455,555.856.164-55,Michael Carvalho,67.04,20,Biologia,Manaus
A0000456,081.928.990-63,Vitória Barbosa,81.17,28,Engenharia,Rio de Janeiro
A0000457,118.227.427-73,Vinícius Soares,14.2,25,Biologia,Rio de Janeiro
A0000458,945.456.169-33,Nicole Figueiredo,39.69,18,Direito,São Paulo
A0000459,470.207.252-87,Vitória Peixoto,59.98,23,Biologia,Belo Horizonte
A0000460,092.953.187-65,Abner Pinheiro,93.53,30,Biologia,Recife
A0000461,165.230.773-73,Vitória Coelho,3.09,28,Computação,Porto Alegre
A0000462,578.460.299-32,Priscila Cunha,75.64,18,Engenharia,Manaus
A0000463,685.368.954-20,Flávia Maia,70.72,20,Arquitetura,Brasília
A0000464,324.768.247-39,Gabriela Pimentel,28.17,24,Biologia,Recife
A0000465,647.560.009-16,Rodrigo Saraiva,29.28,23,Psicologia,Recife
A0000466,351.016.747-37,Roberto Moura,40.91,26,Arquitetura,Porto Alegre
A0000467,551.048.479-93,Carlos Chagas,27.33,19,Direito,Salvador
A0000468,890.386.973-76,Simone Padilha,11.93,30,Biologia,Belo Horizonte
A0000469,467.906.554-09,Camila Fonseca,94.21,29,Psicologia,Rio de Janeiro
A0000470,458.988.768-12,Letícia Nogueira,85.43,28,Engenharia,Salvador
A0000471,803.563.376-77,Vera Soares,24.72,18,Biologia,Porto Alegre
A0000472,560.041.068-95,Nicole Assis,2.03,20,Computação,São Paulo
A0000473,710.173.167-83,Emerson Nascimento,63.03,20,Medicina,Belo Horizonte
A0000474,478.137.592-81,Cláudio Ferreira,7.06,30,Computação,Porto Alegre
A0000475,008.706.280-11,Jorge Melo,53.15,25,Psicologia,Porto Alegre
A0000476,967.142.451-14,Alex Gonçalves,61.92,25,Psicologia,Recife
A0000477,995.505.352-66,Leonardo Conceição,12.85,21,Psicologia,São Paulo
A0000478,912.852.915-49,Priscila Duarte,62.44,30,Biologia,Rio de Janeiro
A0000479,238.278.909-34,Natália Viana,33.46,17,Engenharia,Belo Horizonte
A0000480,868.155.112-43,Maurício Mendes,61.63,22,Engenharia,Curitiba
A0000481,499.986.133-02,Michele Vasconcelos,42.56,26,Biologia,Curitiba
A0000482,836.414.273-98,Cássio Moura,65.49,26,Direito,Porto Alegre
A0000483,474.855.300-62,Eduarda Cruz,4.75,25,Biologia,São Paulo
A0000484,062.807.753-05,Erick Barros,60.83,29,Computação,Porto Alegre
A0000485,821.654.080-91,Henrique Magalhães,54.86,30,Administração,Salvador
A0000486,602.197.211-22,José Ferreira,46.76,26,Engenharia,São Paulo
A0000487,222.439.839-58,Wallace Dutra,67.53,26,Engenharia,Manaus
A0000488,579.159.585-93,Hélio Figueiredo,50.22,20,Computação,Belo Horizonte
A0000489,782.752.249-18,Luiz Pimentel,76.77,23,Computação,Salvador
A0000490,297.589.367-19,Patrícia Valente,47.92,25,Administração,São Paulo
A0000491,228.012.153-09,Sofia Moura,10.13,18,Administração,Manaus
A0000492,380.594.185-48,Enzo Branco,43.35,27,Psicologia,Brasília
A0000493,601.436.209-67,Henrique Lima,37.51,26,Administração,Recife
A0000494,205.386.660-80,William Azevedo,9.81,22,Direito,Brasília
A0000495,627.109.655-77,Marcela Souza,46.61,26,Arquitetura,São Paulo
A0000496,907.948.896-89,Sérgio Novaes,59.58,22,Administração,Porto Alegre
A0000497,768.992.176-00,Sofia Farias,22.01,17,Engenharia,Curitiba
A0000498,038.092.150-23,Juliana Araújo,84.74,22,Arquitetura,São Paulo
A0000499,788.254.804-90,Paula Figueira,28.48,17,Biologia,Curitiba
A0000500,801.864.389-07,Elaine Rodrigues,35.65,26,Engenharia,Curitiba
A0000501,937.998.328-07,Henrique Conceição,46.41,19,Medicina,Porto Alegre
A0000502,045.041.542-26,Stephanie Castro,76.98,24,Biologia,Salvador
A0000503,143.246.481-74,Giselle Fonseca,4.01,17,Biologia,Brasília
A0000504,569.328.580-45,Abner Correia,10.45,30,Medicina,Manaus
A0000505,899.342.890-59,Vanessa Conceição,39.05,26,Engenharia,São Paulo
A0000506,563.690.109-79,Vera Antunes,22.49,23,Engenharia,Recife
A0000507,643.079.184-01,Davi Maciel,90.04,20,Direito,Curitiba
A0000508,665.748.070-93,Igor Figueira,12.25,28,Direito,Salvador
A0000509,871.125.212-03,Sandra Viana,85.84,29,Biologia,Recife
A0000510,693.012.511-32,Igor Lopes,89.6,27,Psicologia,Porto Alegre
A0000511,750.938.868-66,Matheus Gonçalves,5.87,20,Psicologia,Curitiba
A0000512,985.508.464-06,Hugo Gonçalves,54.5,23,Biologia,Brasília
A0000513,891.310.467-97,Roberta Pimentel,24.67,28,Direito,Curitiba
A0000514,668.432.663-47,Marcos Santos,86.0,27,Direito,Belo Horizonte
A0000515,602.086.817-60,Alan Figueira,34.77,22,Medicina,Porto Alegre
A0000516,475.251.038-36,Frederico Ribeiro,22.73,30,Biologia,Belo Horizonte
A0000517,490.663.249-10,Joana Araújo,13.23,18,Administração,Salvador
A0000518,747.797.071-70,Ana Tavares,80.92,27,Direito,São Paulo
A0000519,537.751.108-52,Vera Xavier,29.8,20,Engenharia,Porto Alegre
A0000520,593.945.594-85,Elaine Chagas,0.98,25,Biologia,Porto Alegre
A0000521,511.868.634-20,Cátia Chagas,69.34,22,Direito,Belo Horizonte
A0000522,497.879.510-97,Simone Silva,97.76,23,Computação,Brasília
A0000523,321.528.251-87,Wallace Valente,12.35,21,Computação,Rio de Janeiro
A0000524,318.505.746-50,Matheus Souza,98.42,22,Direito,Manaus
A0000525,842.458.582-81,Eduardo Andrade,48.36,24,Medicina,Recife
A0000526,585.671.661-28,Carlos Campos,12.79,21,Engenharia,Rio de Janeiro
A0000527,957.781.043-83,Maria Torres,40.56,17,Medicina,Belo Horizonte
A0000528,705.140.954-90,Alex Lima,90.16,25,Engenharia,Rio de Janeiro
A0000529,713.731.540-20,William Pinheiro,16.39,18,Engenharia,Recife
A0000530,535.438.097-92,Gustavo Gonçalves,23.57,26,Biologia,São Paulo
A0000531,757.129.224-79,Vitor Figueiredo,70.97,30,Administração,Porto Alegre
A0000532,002.710.638-15,Yuri Freitas,50.8,29,Arquitetura,São Paulo
A0000533,589.226.319-37,Clara Brandão,53.43,28,Biologia,Porto Alegre
A0000534,837.698.858-13,Michael Farias,59.73,26,Psicologia,Brasília
A0000535,271.814.462-90,Leonardo Castro,5.14,18,Psicologia,Belo Horizonte
A0000536,820.616.296-87,Eliane Farias,66.81,25,Engenharia,Manaus
A0000537,588.806.081-00,Alan Soares,43.82,21,Administração,Porto Alegre
A0000538,114.249.604-01,Samuel Moura,20.92,18,Medicina,São Paulo
A0000539,004.494.544-28,William Carvalho,19.56,23,Engenharia,Curitiba
A0000540,312.080.402-94,Guilherme Cunha,95.29,18,Arquitetura,Curitiba
A0000541,214.513.768-80,Giselle Torres,1.15,29,Engenharia,Recife
A0000542,349.016.959-08,Thiago Borges,11.89,20,Engenharia,Brasília
A0000543,097.754.038-39,Enzo Albuquerque,48.01,23,Medicina,Rio de Janeiro
A0000544,325.662.957-19,Paula Ferreira,89.26,22,Arquitetura,Brasília
A0000545,805.007.957-03,Murilo Dutra,42.39,19,Arquitetura,Brasília
A0000546,091.602.521-70,Giselle Lopes,79.69,21,Computação,Curitiba
A0000547,481.825.168-20,Thiago Sampaio,17.15,28,Computação,Belo Horizonte
A0000548,010.115.266-38,Diego Pinheiro,72.92,28,Biologia,Salvador
A0000549,850.599.900-28,Francisco Reis,90.63,26,Psicologia,Salvador
A0000550,866.329.645-24,Jorge Neves,83.73,19,Psicologia,Belo Horizonte
A0000551,275.466.199-98,Isaque Nogueira,16.55,21,Arquitetura,Porto Alegre
A0000552,740.402.072-70,Yasmin Cunha,14.04,21,Engenharia,São Paulo
A0000553,989.608.457-28,Caio Pereira,35.86,25,Arquitetura,Rio de Janeiro
A0000554,836.603.816-59,Bruno Tavares,14.75,20,Psicologia,Manaus
A0000555,758.859.019-02,Sofia Pacheco,77.76,18,Arquitetura,Curitiba
A0000556,285.348.533-12,Jorge Gaspar,65.23,26,Medicina,Brasília
A0000557,724.126.411-88,Pedro Garcia,57.45,19,Direito,Belo Horizonte
A0000558,669.533.445-55,Paulo Nascimento,43.53,24,Direito,Porto Alegre
A0000559,499.647.353-32,André Pereira,57.65,30,Arquitetura,Manaus
A0000560,366.510.212-06,Frederico Chagas,90.39,26,Computação,São Paulo
A0000561,991.673.606-53,Eduardo Henriques,62.25,21,Psicologia,Curitiba
A0000562,771.768.852-22,Caio Magalhães,99.49,17,Arquitetura,Curitiba
A0000563,639.968.997-00,Vanessa Albuquerque,83.4,21,Computação,Manaus
A0000564,567.418.282-57,Sofia Torres,44.02,19,Engenharia,Porto Alegre
A0000565,529.876.803-25,Adriel Viana,13.32,25,Engenharia,Rio de Janeiro
A0000566,281.090.243-78,Gabriela Correia,47.73,28,Computação,Manaus
A0000567,111.219.123-20,Fernanda Coelho,13.15,29,Computação,Belo Horizonte
A0000568,594.440.392-69,Emerson Andrade,52.06,17,Medicina,Recife
A0000569,565.801.832-33,Eduardo Lopes,47.58,20,Psicologia,Porto Alegre
A0000570,866.471.421-50,Estevão Azevedo,76.39,29,Arquitetura,Belo Horizonte
A0000571,927.528.500-42,Abner Garcia,32.8,23,Medicina,Brasília
A0000572,624.800.454-47,Enzo Farias,99.51,30,Arquitetura,Belo Horizonte
A0000573,121.731.751-14,Sofia Jesus,34.73,17,Computação,Porto Alegre
A0000574,712.499.938-30,Camila Coelho,78.16,17,Engenharia,Salvador
A0000575,128.323.870-55,Joana Ramos,76.39,29,Arquitetura,Brasília
A0000576,492.353.944-57,Arthur Andrade,48.94,28,Arquitetura,Manaus
A0000577,258.139.246-04,Ingrid Figueira,72.42,27,Administração,Salvador
A0000578,188.176.192-48,Antonio Henriques,45.29,17,Computação,Salvador
A0000579,471.641.143-58,Gabriela Ferraz,19.62,17,Medicina,Porto Alegre
A0000580,161.899.860-99,Clara Pereira,63.47,18,Arquitetura,São Paulo
A0000581,074.144.661-83,Douglas Cruz,42.02,28,Computação,São Paulo
A0000582,643.159.648-08,Hugo Freitas,24.74,29,Administração,Curitiba
A0000583,505.651.826-33,Marcos Duarte,93.08,20,Arquitetura,Porto Alegre
A0000584,605.969.668-65,Letícia Carneiro,27.11,28,Biologia,São Paulo
A0000585,531.776.858-60,Arthur Oliveira,23.81,24,Biologia,Porto Alegre
A0000586,545.156.339-02,Natália Souza,64.72,25,Direito,Curitiba
A0000587,343.338.753-23,Alex Souza,55.06,22,Medicina,Curitiba
A0000588,806.023.394-72,Raquel Almeida,89.99,27,Psicologia,Salvador
A0000589,893.560.030-09,Elaine Costa,8.36,24,Computação,Brasília
A0000590,532.649.361-60,Diego Portela,96.65,26,Engenharia,Brasília
A0000591,932.407.454-70,Frederico Rodrigues,86.51,30,Direito,São Paulo
A0000592,628.428.008-42,Jorge Bastos,80.98,17,Engenharia,Porto Alegre
A0000593,472.573.604-05,Lúcia Santos,80.72,29,Biologia,Rio de Janeiro
A0000594,740.043.416-04,Maurício Garcia,2.45,19,Engenharia,Brasília
A0000595,934.685.873-76,Giselle Magalhães,35.33,22,Biologia,Belo Horizonte
A0000596,509.172.958-54,Caio Figueiredo,55.08,23,Computação,Recife
A0000597,058.034.908-06,Joana Santos,93.23,30,Psicologia,Belo Horizonte
A0000598,734.198.140-70,Erick Cunha,71.8,18,Direito,Recife
A0000599,065.625.016-01,Stephanie Figueiredo,40.81,30,Engenharia,Rio de Janeiro
A0000600,246.123.588-05,Beatriz Novaes,3.22,27,Arquitetura,Curitiba
A0000601,286.445.504-89,Felipe Brandão,90.18,20,Administração,Manaus
A0000602,517.257.905-21,Karen Portela,70.15,26,Computação,Belo Horizonte
A0000603,168.904.930-87,Frederico Dutra,91.41,26,Direito,Belo Horizonte
A0000604,434.936.609-10,Flávia Nogueira,19.72,28,Computação,Recife
A0000605,736.515.508-69,Débora Portela,9.78,26,Direito,Brasília
A0000606,135.137.850-38,Beatriz Valente,50.02,23,Medicina,Recife
A0000607,731.342.625-92,Frederico Sampaio,88.55,25,Psicologia,Salvador
A0000608,040.652.504-80,Marina Dias,3.62,26,Direito,Rio de Janeiro
A0000609,173.010.521-11,Fernando Portela,69.75,18,Arquitetura,Belo Horizonte
A0000610,284.803.758-09,Caio Pacheco,64.94,30,Engenharia,São Paulo
A0000611,941.432.464-06,Tatiane Duarte,50.4,28,Computação,Salvador
A0000612,212.027.006-67,Paula Neves,14.51,19,Administração,Curitiba
A0000613,973.350.192-14,Gabriela Henriques,86.83,20,Administração,Manaus
A0000614,211.722.290-07,Cátia Coelho,57.38,26,Engenharia,Rio de Janeiro
A0000615,232.286.614-82,Carla Carneiro,53.55,18,Computação,Rio de Janeiro
A0000616,130.967.474-40,Pedro Vasconcelos,80.22,27,Administração,Manaus
A0000617,919.881.660-80,Giselle Melo,97.79,19,Engenharia,Salvador
A0000618,908.704.291-40,Paulo Branco,75.32,21,Biologia,Manaus
A0000619,941.390.262-35,Lúcia Saraiva,36.22,29,Medicina,Recife
A0000620,289.163.897-20,Sérgio Freitas,75.41,21,Administração,Rio de Janeiro
A0000621,003.054.560-91,Natália Mendes,93.13,17,Direito,Manaus
A0000622,596.900.832-01,Jéssica Campos,83.22,25,Computação,Recife
A0000623,833.818.016-51,Alan Gonçalves,12.91,17,Administração,Curitiba
A0000624,823.029.797-53,Maurício Antunes,86.89,29,Biologia,Brasília
A0000625,348.958.969-60,Carlos Albuquerque,63.33,24,Administração,Brasília
A0000626,273.927.972-80,Fernanda Borges,30.85,26,Engenharia,Recife
A0000627,862.578.216-73,Thiago Souza,10.57,22,Engenharia,São Paulo
A0000628,437.642.359-93,Jackson Neves,76.95,20,Direito,Porto Alegre
A0000629,117.518.525-63,Rafael Figueiredo,43.72,28,Engenharia,Porto Alegre
A0000630,526.775.338-63,Isaque Queiroz,27.66,17,Computação,Brasília
A0000631,641.729.932-57,Enzo Carvalho,24.4,28,Administração,Manaus
A0000632,778.771.634-79,Simone Branco,74.71,21,Biologia,Porto Alegre
A0000633,548.608.574-53,Ricardo Cardoso,23.35,28,Psicologia,Recife
A0000634,826.634.710-70,Paula Santos,56.66,18,Direito,Rio de Janeiro
A0000635,230.321.284-71,João Padilha,92.12,21,Biologia,Recife
A0000636,380.176.394-30,Eliane Xavier,6.57,27,Engenharia,Salvador
A0000637,723.074.386-96,Stephanie Miranda,18.92,30,Engenharia,Curitiba
A0000638,901.384.466-95,Samuel Maia,87.2,23,Arquitetura,Recife
A0000639,037.771.799-14,Samuel Moreira,12.7,18,Direito,Curitiba
A0000640,348.531.154-55,Emerson Silva,56.05,17,Psicologia,Salvador
A0000641,486.226.417-40,Matheus Torres,83.6,30,Psicologia,Rio de Janeiro
A0000642,647.386.960-33,Carla Medeiros,53.09,20,Medicina,Rio de Janeiro
A0000643,594.262.932-30,Camila Bastos,77.96,28,Engenharia,Recife
A0000644,255.312.183-03,Cátia Maciel,88.25,27,Computação,Porto Alegre
